,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category
116529,740,40.72000590419239,-74.0943717956543,5687,American Restaurant,2012-05-25 17:33:53+00:00,New York City,Dining and Drinking,Restaurant
116530,740,40.71997337836189,-74.0956163406372,14759,Department Store,2012-05-25 18:39:42+00:00,New York City,Retail,Department Store
116531,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-02 12:59:03+00:00,New York City,Community and Government,Education
116532,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-09 12:56:27+00:00,New York City,Community and Government,Education
116533,740,40.74299725135464,-74.05132961240221,6404,Food & Drink Shop,2012-07-09 16:39:13+00:00,New York City,Retail,Food and Beverage Retail
116534,740,40.74328748249742,-74.05100259785853,20096,Fast Food Restaurant,2012-07-09 16:45:57+00:00,New York City,Dining and Drinking,Restaurant
116535,740,40.744966824614366,-74.05023956173129,25505,Ice Cream Shop,2012-07-09 17:17:10+00:00,New York City,Dining and Drinking,Dessert Shop
116536,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-09 17:26:23+00:00,New York City,Community and Government,Education
116537,740,40.718330803255824,-74.08366441726685,16128,Coffee Shop,2012-07-16 12:17:18+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
116538,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-16 12:56:56+00:00,New York City,Community and Government,Education
116539,740,40.74328748249742,-74.05100259785853,20096,Fast Food Restaurant,2012-07-16 16:33:31+00:00,New York City,Dining and Drinking,Restaurant
116540,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-16 17:17:11+00:00,New York City,Community and Government,Education
116541,740,40.82463043164172,-74.01051729615469,10973,Food & Drink Shop,2012-06-04 21:37:58+00:00,New York City,Retail,Food and Beverage Retail
116542,740,40.66966022185306,-74.113148144924,32146,Medical Center,2012-07-07 12:45:49+00:00,New York City,Health and Medicine,Dentist
116543,740,40.74210238844151,-74.05149025091897,23720,Church,2012-07-07 20:45:02+00:00,New York City,Community and Government,Spiritual Center
116544,740,40.718327497309446,-74.05265487609725,4349,Food & Drink Shop,2012-07-21 22:07:50+00:00,New York City,Retail,Food and Beverage Retail
116545,740,40.716593,-74.07073195,18003,Fast Food Restaurant,2012-07-21 22:43:52+00:00,New York City,Dining and Drinking,Restaurant
116546,740,40.741828500689294,-74.05232212677596,13832,Italian Restaurant,2012-06-02 22:05:29+00:00,New York City,Dining and Drinking,Restaurant
116547,740,40.7026348490278,-74.05094146728516,4235,Park,2012-06-02 23:19:57+00:00,New York City,Landmarks and Outdoors,Park
116548,740,40.749886,-73.985876,2169,Korean Restaurant,2012-06-09 16:59:32+00:00,New York City,Dining and Drinking,Restaurant
116549,740,40.747965,-73.987345,11798,Cosmetics Shop,2012-06-09 18:26:48+00:00,New York City,Retail,Cosmetics Store
116550,740,40.74753570734198,-73.98621969885711,3637,Ice Cream Shop,2012-06-09 18:53:18+00:00,New York City,Dining and Drinking,Dessert Shop
116551,740,40.75026475714144,-73.98647221688374,4750,Bar,2012-06-09 19:02:33+00:00,New York City,Dining and Drinking,Bar
116552,740,40.74763188753914,-73.98638613123016,3478,Ice Cream Shop,2012-06-09 21:18:38+00:00,New York City,Dining and Drinking,Dessert Shop
116553,740,40.741642259207175,-74.05430140293986,18783,Pool,2012-07-08 16:34:10+00:00,New York City,Sports and Recreation,Water Sports
116554,740,40.74164049081831,-74.05367033162362,14506,Other Great Outdoors,2012-07-08 21:37:11+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
116555,740,40.76626335473666,-74.04643580955819,17496,Fast Food Restaurant,2012-07-08 23:12:03+00:00,New York City,Dining and Drinking,Restaurant
116556,740,40.74210238844151,-74.05149025091897,23720,Church,2012-07-15 14:35:15+00:00,New York City,Community and Government,Spiritual Center
116557,740,40.75021042,-74.060506,10620,Food & Drink Shop,2012-07-15 14:58:58+00:00,New York City,Retail,Food and Beverage Retail
116558,740,40.74210238844151,-74.05149025091897,23720,Church,2012-06-10 15:20:04+00:00,New York City,Community and Government,Spiritual Center
116559,740,40.705272992073965,-74.09978462415837,7361,Chinese Restaurant,2012-06-10 15:45:24+00:00,New York City,Dining and Drinking,Restaurant
116560,740,40.74977208,-74.04686,15693,Dessert Shop,2012-06-10 21:01:53+00:00,New York City,Dining and Drinking,Dessert Shop
116561,740,40.74210238844151,-74.05149025091897,23720,Church,2012-06-17 13:46:02+00:00,New York City,Community and Government,Spiritual Center
116562,740,40.70398500916831,-74.09881353378296,21611,Fried Chicken Joint,2012-06-17 15:21:07+00:00,New York City,Dining and Drinking,Restaurant
116563,740,40.74210238844151,-74.05149025091897,23720,Church,2012-05-27 13:42:59+00:00,New York City,Community and Government,Spiritual Center
116564,740,40.72678719273266,-74.03197288513182,24182,Asian Restaurant,2012-05-27 15:22:51+00:00,New York City,Dining and Drinking,Restaurant
116565,740,40.72351860033697,-74.03974056243896,5084,Food & Drink Shop,2012-05-27 15:38:56+00:00,New York City,Retail,Food and Beverage Retail
116566,740,40.72289631456779,-74.03914363725167,5085,Miscellaneous Shop,2012-05-27 15:51:21+00:00,New York City,Retail,Miscellaneous Store
116567,740,40.693752390476,-74.10357713699341,9212,Building,2012-08-09 13:07:15+00:00,New York City,Landmarks and Outdoors,Structure
116568,740,40.72696606629052,-74.0383243560791,2861,Mall,2012-07-12 16:50:24+00:00,New York City,Retail,Shopping Mall
116569,740,40.718200696564594,-74.04335618019104,32009,Korean Restaurant,2012-07-12 17:41:24+00:00,New York City,Dining and Drinking,Restaurant
116570,740,40.7161538304006,-74.0842863391499,33492,Elementary School,2012-06-21 13:37:33+00:00,New York City,Community and Government,Education
116571,740,40.72695370034717,-74.04694068602831,15469,High School,2012-05-31 18:45:31+00:00,New York City,Community and Government,Education
116572,740,40.7227380172141,-74.03613567352295,3082,American Restaurant,2012-05-31 21:56:27+00:00,New York City,Dining and Drinking,Restaurant
116573,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-17 13:18:12+00:00,New York City,Community and Government,Education
116574,740,40.74299725135464,-74.05132961240221,6404,Food & Drink Shop,2012-07-17 16:35:43+00:00,New York City,Retail,Food and Beverage Retail
116575,740,40.74316787719727,-74.05133819580078,30717,Chinese Restaurant,2012-07-17 16:37:23+00:00,New York City,Dining and Drinking,Restaurant
116576,740,40.74328748249742,-74.05100259785853,20096,Fast Food Restaurant,2012-07-17 16:37:49+00:00,New York City,Dining and Drinking,Restaurant
116577,740,40.66144684455521,-74.10823300343344,23713,Mall,2012-07-24 14:02:21+00:00,New York City,Retail,Shopping Mall
116578,740,40.70398500916831,-74.09881353378296,21611,Fried Chicken Joint,2012-07-24 15:41:50+00:00,New York City,Dining and Drinking,Restaurant
116579,740,40.74190345953049,-74.05138124622601,36433,Elementary School,2012-07-24 16:19:21+00:00,New York City,Community and Government,Education
116580,740,40.74316787719727,-74.05133819580078,30717,Chinese Restaurant,2012-07-24 16:54:15+00:00,New York City,Dining and Drinking,Restaurant
116581,740,40.73681963035856,-74.02708053588867,2839,Scenic Lookout,2012-06-26 23:27:10+00:00,New York City,Landmarks and Outdoors,Scenic Lookout
116582,740,40.716671923895056,-74.04861330986023,8393,Diner,2012-05-29 16:18:58+00:00,New York City,Dining and Drinking,Restaurant
116583,740,40.72696606629052,-74.0383243560791,2861,Mall,2012-05-29 18:05:33+00:00,New York City,Retail,Shopping Mall
116584,740,40.70398500916831,-74.09881353378296,21611,Fried Chicken Joint,2012-07-04 17:48:53+00:00,New York City,Dining and Drinking,Restaurant
116585,740,40.72678719273266,-74.03197288513182,24182,Asian Restaurant,2012-07-04 20:23:36+00:00,New York City,Dining and Drinking,Restaurant
116586,740,40.73148465784276,-74.03214954440953,32158,Park,2012-07-04 21:12:32+00:00,New York City,Landmarks and Outdoors,Park
116587,740,40.72695370034717,-74.04694068602831,15469,High School,2012-07-04 22:23:21+00:00,New York City,Community and Government,Education
116588,740,40.72413655548345,-74.08368587493896,13356,Park,2012-07-11 23:43:13+00:00,New York City,Landmarks and Outdoors,Park
116589,740,40.72813686316017,-74.0418004989624,19428,Neighborhood,2012-07-18 23:10:42+00:00,New York City,Landmarks and Outdoors,States and Municipalities
116590,740,40.74129910380434,-74.02967085425573,2920,Mexican Restaurant,2012-06-13 17:57:37+00:00,New York City,Dining and Drinking,Restaurant
116591,740,40.741579,-74.029635,4200,Cupcake Shop,2012-06-13 18:38:05+00:00,New York City,Dining and Drinking,Dessert Shop
116592,740,40.73675,-74.03014,35781,Ice Cream Shop,2012-06-27 00:39:48+00:00,New York City,Dining and Drinking,Dessert Shop
116593,740,40.74584130094048,-74.04934456807788,19490,Clothing Store,2012-06-27 17:13:07+00:00,New York City,Retail,Fashion Retail
116594,740,40.747405209146216,-74.04854710222826,34945,Medical Center,2012-06-27 17:36:20+00:00,New York City,Retail,Eyecare Store
