,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category,step,epoch,city,simulation_state
0,88,40.701512716703405,-73.9272763831584,32703,Bar,2012-04-13 05:06:33+00:00,New York City,Dining and Drinking,Bar,,,,
1,88,40.73353038489922,-74.00329835080741,785,Bar,2012-08-10 00:22:18+00:00,New York City,Dining and Drinking,Bar,,,,
2,88,40.73176574,-74.000865,6453,Food Truck,2012-08-10 00:53:07+00:00,New York City,Dining and Drinking,Food Truck,,,,
3,88,40.70185402103404,-73.92723798751831,26626,Professional & Other Places,2012-08-10 01:46:36+00:00,New York City,Business and Professional Services,Business and Professional Services,,,,
4,88,40.74693910345417,-73.99345076542737,34527,Caf�,2012-08-10 13:41:22+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
5,88,40.74419837088426,-73.99190127410492,23172,Pizza Place,2012-08-10 15:58:29+00:00,New York City,Dining and Drinking,Restaurant,,,,
6,88,40.76220312779183,-73.9791031452449,32361,Park,2012-08-10 16:12:13+00:00,New York City,Landmarks and Outdoors,Park,,,,
7,88,40.73395479525328,-74.0001765603631,824,Bar,2012-08-10 22:09:40+00:00,New York City,Dining and Drinking,Bar,,,,
8,88,40.74331508982327,-73.99611356571035,2773,Mexican Restaurant,2012-06-08 21:42:37+00:00,New York City,Dining and Drinking,Restaurant,,,,
9,88,40.74455837028796,-73.99425029754639,1163,Bar,2012-06-08 22:48:27+00:00,New York City,Dining and Drinking,Bar,,,,
10,88,40.70637644470072,-73.92225885725483,2396,Coffee Shop,2012-06-15 12:46:04+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
11,88,40.74455837028796,-73.99425029754639,1163,Bar,2012-05-04 22:51:30+00:00,New York City,Dining and Drinking,Bar,,,,
12,88,40.73353038489922,-74.00329835080741,785,Bar,2012-05-11 23:23:11+00:00,New York City,Dining and Drinking,Bar,,,,
13,88,40.70637644470072,-73.92225885725483,2396,Coffee Shop,2012-05-18 11:06:33+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
14,88,40.73353038489922,-74.00329835080741,785,Bar,2012-10-12 22:27:45+00:00,New York City,Dining and Drinking,Bar,,,,
15,88,40.73176574,-74.000865,6453,Food Truck,2012-10-19 00:13:31+00:00,New York City,Dining and Drinking,Food Truck,,,,
16,88,40.709108,-74.00922846000002,18267,Thai Restaurant,2012-10-19 16:19:50+00:00,New York City,Dining and Drinking,Restaurant,,,,
17,88,40.69750179526211,-73.93144416077938,11006,Coffee Shop,2012-09-14 14:38:27+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
