,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category
122701,774,40.85071241719325,-73.98558139801025,18453,Fast Food Restaurant,2012-07-06 23:29:14+00:00,New York City,Dining and Drinking,Restaurant
122702,774,40.83297348188091,-74.14450566061828,21783,Gas Station / Garage,2012-06-08 11:04:39+00:00,New York City,Travel and Transportation,Fuel Station
122703,774,40.76050365575564,-73.94384937087554,33389,Factory,2012-05-04 11:40:48+00:00,New York City,Business and Professional Services,Factory
122704,774,40.76045695270994,-73.943895293361,20962,Building,2012-05-04 11:46:56+00:00,New York City,Landmarks and Outdoors,Structure
122705,774,40.75673368214285,-73.95445704460144,3917,Bridge,2012-05-04 11:48:50+00:00,New York City,Landmarks and Outdoors,Bridge
122706,774,40.85084394271472,-73.9481717770515,20691,Automotive Shop,2012-05-04 12:13:50+00:00,New York City,Retail,Automotive Shop
122707,774,40.85121557428245,-73.95206451416016,3686,Bridge,2012-05-04 12:14:20+00:00,New York City,Landmarks and Outdoors,Bridge
122708,774,40.857093435726206,-73.98227693115203,14722,Gas Station / Garage,2012-05-04 12:16:39+00:00,New York City,Travel and Transportation,Fuel Station
122709,774,40.85121557428245,-73.95206451416016,3686,Bridge,2012-09-14 23:10:38+00:00,New York City,Landmarks and Outdoors,Bridge
122710,774,40.76050365575564,-73.94384937087554,33389,Factory,2012-08-20 10:54:10+00:00,New York City,Business and Professional Services,Factory
122711,774,40.755352083329136,-73.94122838973999,22820,Deli / Bodega,2012-07-16 09:50:55+00:00,New York City,Dining and Drinking,Restaurant
122712,774,40.76050365575564,-73.94384937087554,33389,Factory,2012-06-11 11:10:26+00:00,New York City,Business and Professional Services,Factory
122713,774,40.75673368214285,-73.95445704460144,3917,Bridge,2012-06-18 10:25:52+00:00,New York City,Landmarks and Outdoors,Bridge
122714,774,40.75673368214285,-73.95445704460144,3917,Bridge,2012-05-07 22:48:58+00:00,New York City,Landmarks and Outdoors,Bridge
122715,774,40.75673368214285,-73.95445704460144,3917,Bridge,2012-05-14 10:49:21+00:00,New York City,Landmarks and Outdoors,Bridge
122716,774,40.76050365575564,-73.94384937087554,33389,Factory,2012-05-14 21:27:26+00:00,New York City,Business and Professional Services,Factory
122717,774,40.806224,-73.941819,25063,Church,2012-04-14 17:09:55+00:00,New York City,Community and Government,Spiritual Center
122718,774,40.857093435726206,-73.98227693115203,14722,Gas Station / Garage,2012-04-14 23:36:51+00:00,New York City,Travel and Transportation,Fuel Station
122719,774,40.76050365575564,-73.94384937087554,33389,Factory,2012-04-28 10:23:53+00:00,New York City,Business and Professional Services,Factory
122720,774,40.75673368214285,-73.95445704460144,3917,Bridge,2012-04-28 23:17:13+00:00,New York City,Landmarks and Outdoors,Bridge
122721,774,40.85121557428245,-73.95206451416016,3686,Bridge,2012-04-28 23:32:17+00:00,New York City,Landmarks and Outdoors,Bridge
122722,774,40.857093435726206,-73.98227693115203,14722,Gas Station / Garage,2012-04-28 23:37:18+00:00,New York City,Travel and Transportation,Fuel Station
