,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category,step,epoch,city,simulation_state
0,190,40.7114673282201,-74.01328325271606,11234,Historic Site,2012-07-06 16:27:41+00:00,New York City,Landmarks and Outdoors,Historic and Protected Site,,,,
1,190,40.72714622373304,-73.95240798577784,26551,Salon / Barbershop,2012-07-20 22:58:14+00:00,New York City,Business and Professional Services,Health and Beauty Service,,,,
2,190,40.76675,-73.983133,34890,Building,2012-05-04 13:06:45+00:00,New York City,Landmarks and Outdoors,Structure,,,,
3,190,40.76675,-73.983133,34890,Building,2012-05-11 18:22:26+00:00,New York City,Landmarks and Outdoors,Structure,,,,
4,190,40.74352788052061,-73.9996199122351,845,Thai Restaurant,2012-10-12 22:39:11+00:00,New York City,Dining and Drinking,Restaurant,,,,
5,190,40.72530434741993,-74.00346476835409,696,Italian Restaurant,2012-04-23 22:26:24+00:00,New York City,Dining and Drinking,Restaurant,,,,
6,190,40.71887069887217,-73.95453753530832,32418,Japanese Restaurant,2012-07-16 00:27:19+00:00,New York City,Dining and Drinking,Restaurant,,,,
7,190,40.74497625712959,-73.94843008511906,35856,General Travel,2012-06-18 11:40:59+00:00,New York City,Travel and Transportation,General Travel,,,,
8,190,40.71755334757167,-73.95768302643113,1995,Pizza Place,2012-05-07 01:01:16+00:00,New York City,Dining and Drinking,Restaurant,,,,
9,190,40.720236,-73.95864738333333,10174,Medical Center,2012-05-14 22:33:23+00:00,New York City,Health and Medicine,Veterinarian,,,,
10,190,40.67198047947061,-74.01098728179932,16034,Scandinavian Restaurant,2012-05-21 23:12:09+00:00,New York City,Dining and Drinking,Restaurant,,,,
11,190,40.67168753532757,-74.01038646697998,2261,Furniture / Home Store,2012-05-21 23:52:44+00:00,New York City,Retail,Furniture and Home Store,,,,
12,190,40.71535636027009,-73.95960014369386,25646,Food & Drink Shop,2012-05-28 00:55:25+00:00,New York City,Retail,Food and Beverage Retail,,,,
13,190,40.71346789281921,-73.97225618362427,30121,Bridge,2012-05-28 14:40:49+00:00,New York City,Landmarks and Outdoors,Bridge,,,,
14,190,40.730185708117375,-74.00218963623047,2290,Park,2012-05-28 15:42:50+00:00,New York City,Landmarks and Outdoors,Park,,,,
15,190,40.74706188749892,-74.00519371032715,965,Park,2012-05-28 16:33:26+00:00,New York City,Landmarks and Outdoors,Park,,,,
16,190,40.721940025100544,-73.95757970819359,3464,Bowling Alley,2012-04-21 01:31:41+00:00,New York City,Arts and Entertainment,Bowling Alley,,,,
17,190,40.719809,-73.9527,7082,Food & Drink Shop,2012-07-07 15:25:29+00:00,New York City,Retail,Food and Beverage Retail,,,,
18,190,40.71535636027009,-73.95960014369386,25646,Food & Drink Shop,2012-07-07 20:14:13+00:00,New York City,Retail,Food and Beverage Retail,,,,
19,190,40.72321775167592,-73.95275115966797,25935,Beer Garden,2012-07-14 01:22:01+00:00,New York City,Dining and Drinking,Bar,,,,
20,190,40.71976187025162,-73.96005359080041,33799,Moroccan Restaurant,2012-06-16 23:33:35+00:00,New York City,Dining and Drinking,Restaurant,,,,
21,190,40.713207,-73.95784416666666,6234,Clothing Store,2012-05-05 22:40:28+00:00,New York City,Retail,Fashion Retail,,,,
22,190,40.71346789281921,-73.97225618362427,30121,Bridge,2012-05-12 13:11:45+00:00,New York City,Landmarks and Outdoors,Bridge,,,,
23,190,40.734487719356174,-73.99039194274509,21054,Food Truck,2012-04-15 19:43:37+00:00,New York City,Dining and Drinking,Food Truck,,,,
24,190,40.73354816138232,-73.99102896237186,195,Hobby Shop,2012-04-15 19:55:27+00:00,New York City,Retail,Hobby Store,,,,
25,190,40.73528249691621,-73.99040315158283,758,Park,2012-04-15 19:59:17+00:00,New York City,Landmarks and Outdoors,Park,,,,
26,190,40.73416736029532,-73.99048715829849,1514,Movie Theater,2012-04-15 20:15:26+00:00,New York City,Arts and Entertainment,Movie Theater,,,,
27,190,40.71775896885272,-73.95858418871383,1874,Seafood Restaurant,2012-06-03 01:55:07+00:00,New York City,Dining and Drinking,Restaurant,,,,
28,190,40.72135571214154,-73.95639896392822,18718,Gym / Fitness Center,2012-06-03 15:24:33+00:00,New York City,Sports and Recreation,Gym and Studio,,,,
29,190,40.77583600029486,-73.98222527863638,7773,Italian Restaurant,2012-06-17 20:18:41+00:00,New York City,Dining and Drinking,Restaurant,,,,
30,190,40.72059136642329,-73.96331906318665,25697,Flea Market,2012-05-06 18:48:02+00:00,New York City,Retail,Flea Market,,,,
31,190,40.721502075213984,-73.96210670471191,19578,Park,2012-05-06 18:57:40+00:00,New York City,Landmarks and Outdoors,Park,,,,
