,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category
60257,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-04-06 12:59:52+00:00,New York City,Sports and Recreation,Gym and Studio
60258,373,40.7460282286371,-73.98193831996322,23198,Cupcake Shop,2012-04-06 16:27:27+00:00,New York City,Dining and Drinking,Dessert Shop
60259,373,40.74593983817624,-73.98202440761015,26492,Bank,2012-04-06 16:28:18+00:00,New York City,Business and Professional Services,Financial Service
60260,373,40.80120973416272,-73.94370586303829,32405,Bar,2012-04-13 01:58:13+00:00,New York City,Dining and Drinking,Bar
60261,373,40.80106142060368,-73.94384937087554,13156,Laundry Service,2012-04-13 12:24:15+00:00,New York City,Business and Professional Services,Laundry Service
60262,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-04-13 12:25:15+00:00,New York City,Sports and Recreation,Gym and Studio
60263,373,40.77675103773677,-73.95555351158316,5278,Spa / Massage,2012-04-13 14:50:43+00:00,New York City,Business and Professional Services,Health and Beauty Service
60264,373,40.75386227922596,-73.9724225277984,15970,Bank,2012-04-13 15:56:52+00:00,New York City,Business and Professional Services,Financial Service
60265,373,40.74466635079406,-73.97605557276248,5612,Deli / Bodega,2012-04-13 16:23:41+00:00,New York City,Dining and Drinking,Restaurant
60266,373,40.744364365995786,-73.97734692293062,18100,Clothing Store,2012-04-13 16:31:38+00:00,New York City,Retail,Fashion Retail
60267,373,40.742099571675965,-73.97494213499166,3733,Medical Center,2012-04-13 17:14:44+00:00,New York City,Health and Medicine,Hospital
60268,373,40.78174105715031,-73.95153549509519,25219,Bar,2012-04-13 22:53:36+00:00,New York City,Dining and Drinking,Bar
60269,373,40.742099571675965,-73.97494213499166,3733,Medical Center,2012-04-20 10:53:27+00:00,New York City,Health and Medicine,Hospital
60270,373,40.742099571675965,-73.97494213499166,3733,Medical Center,2012-04-27 12:25:38+00:00,New York City,Health and Medicine,Hospital
60271,373,40.77965496016382,-73.95539279252831,5836,Pet Store,2012-04-27 18:46:14+00:00,New York City,Retail,Pet Supplies Store
60272,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-06-01 12:11:19+00:00,New York City,Sports and Recreation,Gym and Studio
60273,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-06-08 14:47:57+00:00,New York City,Sports and Recreation,Gym and Studio
60274,373,40.781248,-73.95432,10815,Salon / Barbershop,2012-06-08 16:47:28+00:00,New York City,Business and Professional Services,Health and Beauty Service
60275,373,40.77981326029949,-73.95553629169083,5836,Pet Store,2012-06-08 17:18:32+00:00,New York City,Retail,Pet Supplies Store
60276,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-05-04 11:22:41+00:00,New York City,Sports and Recreation,Gym and Studio
60277,373,40.742099571675965,-73.97494213499166,3733,Medical Center,2012-05-04 14:23:49+00:00,New York City,Health and Medicine,Hospital
60278,373,40.74697,-73.98138,2842,Coffee Shop,2012-05-11 10:36:10+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
60279,373,40.74193545104248,-73.97507414083724,3733,Medical Center,2012-05-11 12:00:09+00:00,New York City,Health and Medicine,Hospital
60280,373,40.74410668492495,-73.97654341717825,1111,American Restaurant,2012-05-11 17:18:24+00:00,New York City,Dining and Drinking,Restaurant
60281,373,40.781248,-73.95432,10815,Salon / Barbershop,2012-05-18 15:55:48+00:00,New York City,Business and Professional Services,Health and Beauty Service
60282,373,40.76915808220599,-73.98523831882787,23732,Building,2012-05-25 21:29:48+00:00,New York City,Landmarks and Outdoors,Structure
60283,373,40.76000064275873,-73.99648189544678,31717,Bar,2012-05-25 22:51:13+00:00,New York City,Dining and Drinking,Bar
60284,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-04-09 15:00:17+00:00,New York City,Sports and Recreation,Gym and Studio
60285,373,40.800356,-73.94687168,4517,Gym / Fitness Center,2012-04-16 22:04:58+00:00,New York City,Sports and Recreation,Gym and Studio
60286,373,40.72459570391395,-73.99055837150034,988,Bar,2012-04-23 01:11:26+00:00,New York City,Dining and Drinking,Bar
60287,373,40.80120973416272,-73.94370586303829,32405,Bar,2012-04-23 02:40:06+00:00,New York City,Dining and Drinking,Bar
60288,373,40.742099571675965,-73.97494213499166,3733,Medical Center,2012-04-23 13:14:25+00:00,New York City,Health and Medicine,Hospital
60289,373,40.80120973416272,-73.94370586303829,32405,Bar,2012-04-23 23:34:37+00:00,New York City,Dining and Drinking,Bar
60290,373,40.76828116033009,-73.98535883945247,3020,American Restaurant,2012-06-04 00:49:42+00:00,New York City,Dining and Drinking,Restaurant
