,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category
54054,347,40.95760413706831,-74.06905174255371,31812,Sporting Goods Shop,2012-04-13 13:13:44+00:00,New York City,Retail,Sporting Goods Retail
54055,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-04-13 13:14:17+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54056,347,40.935764637927136,-74.03786991677048,28929,Government Building,2012-04-13 13:14:29+00:00,New York City,Landmarks and Outdoors,Monument
54057,347,40.95644154,-74.06891278571429,21981,Tea Room,2012-04-13 22:44:03+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54058,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-04-13 22:44:21+00:00,New York City,Sports and Recreation,Gym and Studio
54059,347,40.92714118333333,-74.034506,10978,Italian Restaurant,2012-04-27 21:11:35+00:00,New York City,Dining and Drinking,Restaurant
54060,347,40.93379510702757,-74.03444051742554,21623,Elementary School,2012-04-27 21:11:53+00:00,New York City,Community and Government,Education
54061,347,40.93329702,-74.038038,19211,College Academic Building,2012-04-27 21:12:09+00:00,New York City,Community and Government,Education
54062,347,40.917335441802095,-74.0756607055664,3299,Mall,2012-04-27 23:40:23+00:00,New York City,Retail,Shopping Mall
54063,347,40.9883317192653,-73.97418453447446,21131,Italian Restaurant,2012-06-08 22:40:44+00:00,New York City,Dining and Drinking,Restaurant
54064,347,40.96240056077095,-73.99197578430176,15726,Athletic & Sport,2012-06-08 22:48:28+00:00,New York City,Sports and Recreation,Golf
54065,347,40.954295203443024,-74.03113397387305,22434,Government Building,2012-06-08 22:52:35+00:00,New York City,Landmarks and Outdoors,Monument
54066,347,40.95363170886643,-74.03075528516791,32023,Miscellaneous Shop,2012-06-08 22:52:56+00:00,New York City,Retail,Miscellaneous Store
54067,347,40.949927,-74.032551,18948,American Restaurant,2012-06-08 22:54:00+00:00,New York City,Dining and Drinking,Restaurant
54068,347,40.936052,-74.0375,18168,Park,2012-06-15 11:14:51+00:00,New York City,Landmarks and Outdoors,Park
54069,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-06-15 11:15:22+00:00,New York City,Sports and Recreation,Gym and Studio
54070,347,40.764639287439536,-74.00069303656065,35709,Museum,2012-06-15 13:18:33+00:00,New York City,Arts and Entertainment,Museum
54071,347,40.74956494532263,-74.00928929129931,28211,Scenic Lookout,2012-06-15 13:24:45+00:00,New York City,Landmarks and Outdoors,Scenic Lookout
54072,347,40.712035,-74.007817,7010,Coffee Shop,2012-06-15 13:41:15+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54073,347,40.936052,-74.0375,18168,Park,2012-05-04 12:45:39+00:00,New York City,Landmarks and Outdoors,Park
54074,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-05-04 12:45:58+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54075,347,40.93593505806456,-74.03751992901803,28929,Government Building,2012-05-04 12:46:10+00:00,New York City,Landmarks and Outdoors,Monument
54076,347,40.945825788729984,-74.05092227841068,15785,Coffee Shop,2012-05-04 13:11:39+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54077,347,40.936052,-74.0375,18168,Park,2012-05-11 12:51:30+00:00,New York City,Landmarks and Outdoors,Park
54078,347,40.936052,-74.0375,18168,Park,2012-05-18 11:28:57+00:00,New York City,Landmarks and Outdoors,Park
54079,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-05-25 11:47:53+00:00,New York City,Sports and Recreation,Gym and Studio
54080,347,40.936052,-74.0375,18168,Park,2012-05-25 11:49:13+00:00,New York City,Landmarks and Outdoors,Park
54081,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-05-25 11:49:35+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54082,347,40.931307661386754,-74.07038727468456,13204,Sporting Goods Shop,2012-05-25 20:44:26+00:00,New York City,Retail,Sporting Goods Retail
54083,347,40.917335441802095,-74.0756607055664,3299,Mall,2012-05-25 20:45:37+00:00,New York City,Retail,Shopping Mall
54084,347,40.94813990053413,-74.0711760520935,9494,Food & Drink Shop,2012-05-25 20:47:59+00:00,New York City,Retail,Food and Beverage Retail
54085,347,40.936052,-74.0375,18168,Park,2012-06-04 00:51:23+00:00,New York City,Landmarks and Outdoors,Park
54086,347,40.93593505806456,-74.03751992901803,28929,Government Building,2012-06-04 00:51:55+00:00,New York City,Landmarks and Outdoors,Monument
54087,347,40.936696,-74.03709535284725,26236,Athletic & Sport,2012-06-04 00:52:09+00:00,New York City,Sports and Recreation,Baseball
54088,347,40.95760413706831,-74.06905174255371,31812,Sporting Goods Shop,2012-06-04 22:41:18+00:00,New York City,Retail,Sporting Goods Retail
54089,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-06-04 22:42:41+00:00,New York City,Sports and Recreation,Gym and Studio
54090,347,40.936696,-74.03709535284725,26236,Athletic & Sport,2012-06-11 01:27:25+00:00,New York City,Sports and Recreation,Baseball
54091,347,40.937325562057744,-74.03737075371468,25900,Athletic & Sport,2012-06-11 01:36:21+00:00,New York City,Sports and Recreation,Baseball
54092,347,40.90042537403476,-74.03622898501831,5607,Pizza Place,2012-06-11 01:36:59+00:00,New York City,Dining and Drinking,Restaurant
54093,347,40.924365386093136,-74.0343929606856,28749,Dessert Shop,2012-06-11 01:37:36+00:00,New York City,Dining and Drinking,Dessert Shop
54094,347,40.93587387844353,-74.03739370376897,32992,Other Great Outdoors,2012-06-11 01:39:28+00:00,New York City,Landmarks and Outdoors,Mountain
54095,347,40.93379510702757,-74.03444051742554,21623,Elementary School,2012-06-11 02:42:59+00:00,New York City,Community and Government,Education
54096,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-06-11 11:14:22+00:00,New York City,Sports and Recreation,Gym and Studio
54097,347,40.93379510702757,-74.03444051742554,21623,Elementary School,2012-06-11 12:24:08+00:00,New York City,Community and Government,Education
54098,347,40.93593505806456,-74.03751992901803,28929,Government Building,2012-06-11 12:29:07+00:00,New York City,Landmarks and Outdoors,Monument
54099,347,40.93703248333333,-74.04977121666667,12259,Deli / Bodega,2012-06-11 12:29:56+00:00,New York City,Dining and Drinking,Restaurant
54100,347,40.946097781156325,-74.0714979171753,14467,Coffee Shop,2012-06-11 12:40:36+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54101,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-06-11 12:47:34+00:00,New York City,Sports and Recreation,Gym and Studio
54102,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-06-11 22:40:03+00:00,New York City,Sports and Recreation,Gym and Studio
54103,347,40.936052,-74.0375,18168,Park,2012-06-18 11:40:14+00:00,New York City,Landmarks and Outdoors,Park
54104,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-06-18 11:40:39+00:00,New York City,Sports and Recreation,Gym and Studio
54105,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-06-18 11:44:32+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54106,347,40.93593505806456,-74.03751992901803,28929,Government Building,2012-06-18 11:44:45+00:00,New York City,Landmarks and Outdoors,Monument
54107,347,40.93587387844353,-74.03739370376897,32992,Other Great Outdoors,2012-06-18 11:45:02+00:00,New York City,Landmarks and Outdoors,Mountain
54108,347,40.937325562057744,-74.03737075371468,25900,Athletic & Sport,2012-06-18 11:45:18+00:00,New York City,Sports and Recreation,Baseball
54109,347,40.936052,-74.0375,18168,Park,2012-05-07 11:51:29+00:00,New York City,Landmarks and Outdoors,Park
54110,347,40.936052,-74.0375,18168,Park,2012-05-14 12:21:24+00:00,New York City,Landmarks and Outdoors,Park
54111,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-05-14 12:23:09+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54112,347,40.9883317192653,-73.97418453447446,21131,Italian Restaurant,2012-05-14 23:19:47+00:00,New York City,Dining and Drinking,Restaurant
54113,347,40.96240056077095,-73.99197578430176,15726,Athletic & Sport,2012-05-14 23:27:26+00:00,New York City,Sports and Recreation,Golf
54114,347,40.954022279229065,-74.03201184024748,22434,Government Building,2012-05-14 23:30:17+00:00,New York City,Landmarks and Outdoors,Monument
54115,347,40.95364384728283,-74.0320520039717,20199,Performing Arts Venue,2012-05-14 23:31:10+00:00,New York City,Sports and Recreation,Gym and Studio
54116,347,40.939753,-74.03098992,15386,Coffee Shop,2012-05-14 23:33:31+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54117,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-05-21 11:09:35+00:00,New York City,Sports and Recreation,Gym and Studio
54118,347,40.94286,-74.041254,29866,Convenience Store,2012-05-21 12:49:54+00:00,New York City,Retail,Convenience Store
54119,347,40.917335441802095,-74.0756607055664,3299,Mall,2012-05-21 23:34:50+00:00,New York City,Retail,Shopping Mall
54120,347,40.9348628200813,-74.05169678595493,27391,Medical Center,2012-05-21 23:39:24+00:00,New York City,Health and Medicine,Physician
54121,347,40.93518637551795,-74.05192053199015,12908,Bank,2012-05-21 23:39:40+00:00,New York City,Business and Professional Services,Financial Service
54122,347,40.93593505806456,-74.03751992901803,28929,Government Building,2012-05-28 02:04:58+00:00,New York City,Landmarks and Outdoors,Monument
54123,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-05-28 02:06:02+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54124,347,40.936696,-74.03709535284725,26236,Athletic & Sport,2012-05-28 02:06:17+00:00,New York City,Sports and Recreation,Baseball
54125,347,40.937325562057744,-74.03737075371468,25900,Athletic & Sport,2012-05-28 02:06:32+00:00,New York City,Sports and Recreation,Baseball
54126,347,40.93587387844353,-74.03739370376897,32992,Other Great Outdoors,2012-05-28 02:06:59+00:00,New York City,Landmarks and Outdoors,Mountain
54127,347,40.93329702,-74.038038,19211,College Academic Building,2012-05-28 02:07:36+00:00,New York City,Community and Government,Education
54128,347,40.93238042419152,-74.03431837182261,29043,Government Building,2012-05-28 02:08:30+00:00,New York City,Community and Government,Government Building
54129,347,40.936052,-74.0375,18168,Park,2012-04-07 13:16:26+00:00,New York City,Landmarks and Outdoors,Park
54130,347,40.935943,-74.037412,33170,Cemetery,2012-04-07 13:16:54+00:00,New York City,Community and Government,Cemetery
54131,347,40.935764637927136,-74.03786991677048,28929,Government Building,2012-04-07 13:17:16+00:00,New York City,Landmarks and Outdoors,Monument
54132,347,40.9495768386675,-74.06738705353489,15412,Gym / Fitness Center,2012-04-07 17:54:28+00:00,New York City,Sports and Recreation,Gym and Studio
54133,347,40.945966078529096,-74.07136247971977,13298,Furniture / Home Store,2012-04-07 19:21:36+00:00,New York City,Retail,Furniture and Home Store
54134,347,40.946565,-74.071735,19823,Furniture / Home Store,2012-04-07 19:22:02+00:00,New York City,Retail,Furniture and Home Store
54135,347,40.95760413706831,-74.06905174255371,31812,Sporting Goods Shop,2012-04-07 22:03:34+00:00,New York City,Retail,Sporting Goods Retail
54136,347,40.90042537403476,-74.03622898501831,5607,Pizza Place,2012-04-07 22:14:22+00:00,New York City,Dining and Drinking,Restaurant
54137,347,40.90159559278904,-74.04224184063666,32840,Other Great Outdoors,2012-04-14 21:17:26+00:00,New York City,Landmarks and Outdoors,Lighthouse
54138,347,40.90505225738406,-74.03150692413445,5418,American Restaurant,2012-04-14 21:18:29+00:00,New York City,Dining and Drinking,Restaurant
54139,347,40.91268673667786,-74.0369347021571,9260,Food & Drink Shop,2012-04-14 21:19:22+00:00,New York City,Retail,Food and Beverage Retail
54140,347,40.9573899,-74.06946698333333,22572,Jewelry Store,2012-04-28 15:08:57+00:00,New York City,Retail,Fashion Retail
54141,347,40.77408715291444,-74.16514208697919,37682,Other Great Outdoors,2012-04-28 18:13:30+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors
54142,347,40.93593505806456,-74.03751992901803,28929,Government Building,2012-06-02 21:50:22+00:00,New York City,Landmarks and Outdoors,Monument
54143,347,40.93949476843032,-74.03053725193548,24496,Cosmetics Shop,2012-06-02 21:58:13+00:00,New York City,Retail,Cosmetics Store
54144,347,40.940129,-74.030786,14464,Bagel Shop,2012-06-02 22:01:08+00:00,New York City,Dining and Drinking,Bagel Shop
54145,347,40.939123,-74.030718,28251,Greek Restaurant,2012-06-02 22:01:31+00:00,New York City,Dining and Drinking,Restaurant
54146,347,40.939753,-74.03098992,15386,Coffee Shop,2012-06-02 22:22:08+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54147,347,40.94042077210542,-74.0301700375061,15092,Hardware Store,2012-06-02 22:37:21+00:00,New York City,Retail,Hardware Store
54148,347,40.936052,-74.0375,18168,Park,2012-06-09 00:04:58+00:00,New York City,Landmarks and Outdoors,Park
54149,347,40.936696,-74.03709535284725,26236,Athletic & Sport,2012-06-09 01:14:24+00:00,New York City,Sports and Recreation,Baseball
54150,347,40.939753,-74.03098992,15386,Coffee Shop,2012-06-09 03:19:49+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House"
54151,347,40.936052,-74.0375,18168,Park,2012-06-09 03:21:57+00:00,New York City,Landmarks and Outdoors,Park
54152,347,40.93703248333333,-74.04977121666667,12259,Deli / Bodega,2012-06-09 19:14:34+00:00,New York City,Dining and Drinking,Restaurant
