venueID,lat,lng,venue_descr,First_Category,Second_Category
4c16fdda96040f477cc473a5,35.71454217399564,139.4800649934587,Convenience Store,Retail,Convenience Store
4ba88a28f964a52028df39e3,35.70918971043617,139.77382179017627,Ramen /  Noodle House,Dining and Drinking,Restaurant
4d69a46cde28224b27ff45be,35.609929431854006,139.82565879821777,Bridge,Landmarks and Outdoors,Bridge
4d1bcae9f8ca236a2ff7f030,35.669933262254226,139.82522696256638,Other Great Outdoors,Landmarks and Outdoors,Field
4d4f756eedc68eec0391b1a4,35.68540483303283,139.82666462659836,Bridge,Landmarks and Outdoors,Bridge
4b5a86faf964a520d3c928e3,35.677224516496295,139.6824708266676,Post Office,Community and Government,Government Building
4ea03c1c7beb6623c1449ee0,35.67685564,139.6824074,Convenience Store,Retail,Convenience Store
4b5d2ad2f964a520535529e3,35.55243051,139.6474917,Convenience Store,Retail,Convenience Store
4b568200f964a520571328e3,35.552718483413095,139.64730400276795,University,Community and Government,Education
4e65fe028877954de9acd8bf,35.620576766688515,139.56992357969284,Government Building,Landmarks and Outdoors,Monument
4b65494af964a520f4eb2ae3,35.6581853412536,139.70290181297264,Bridge,Landmarks and Outdoors,Bridge
4b5ef108f964a520d89e29e3,35.64762809425529,139.81903910636902,Gym / Fitness Center,Sports and Recreation,Gym and Studio
4b526ed4f964a5201b7d27e3,35.690694241145245,139.71149325370789,Park,Landmarks and Outdoors,Park
4f7b7210e4b0de4ca14a9af8,35.61526744962531,139.7200334072113,Candy Store,Retail,Food and Beverage Retail
4b553487f964a5208fde27e3,35.691278058768084,139.71125185489657,Food & Drink Shop,Retail,Food and Beverage Retail
4b98e261f964a520365435e3,35.706055063697875,139.64821726083755,Food & Drink Shop,Retail,Food and Beverage Retail
4b0587a6f964a520529e22e3,35.660512894632895,139.72921192646027,Mall,Retail,Shopping Mall
4b72c558f964a520d2872de3,35.652505906956215,139.54460620880127,Japanese Restaurant,Dining and Drinking,Restaurant
4b5829f4f964a520a44c28e3,35.691016648420515,139.70391869544983,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
4b63fae9f964a520b4992ae3,35.66214296143002,139.7328007221222,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
4b5e4928f964a520c68729e3,35.646719821283135,139.74569405216698,Fast Food Restaurant,Dining and Drinking,Restaurant
4b802cabf964a520495930e3,35.664391,139.733684,Park,Landmarks and Outdoors,Park
4b5a3b6cf964a52026b628e3,35.57454188792135,139.65832650661469,Fast Food Restaurant,Dining and Drinking,Restaurant
4c34ee3d09a99c749b4a0c2a,35.70581548198101,139.65005457401276,Park,Landmarks and Outdoors,Park
4b6545c5f964a52064eb2ae3,35.70585468631122,139.6498990058899,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
4b6f881bf964a5209cf42ce3,35.686558,139.671617,Park,Landmarks and Outdoors,Park
4ee8aab693ad8b68e9b0c649,35.66443545895572,139.7351610660553,Food & Drink Shop,Retail,Food and Beverage Retail
4ba5977af964a520d61439e3,35.66529713170683,139.73672466110602,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
4c8a6ed952a98cfa1e912ce9,35.668436276037966,139.600932598114,Park,Landmarks and Outdoors,Park
4b9f1364f964a520ab1237e3,35.69678599341387,139.75114837288857,Café,Dining and Drinking,"Cafe, Coffee, and Tea House"
4c31783866e40f477521c58b,35.66650998172986,139.73862648010254,Bridge,Landmarks and Outdoors,Bridge
4e5075afd164978659da0746,35.69989455176754,139.76935872676313,Toy / Game Store,Retail,Toy Store
4ba56d50f964a520f70539e3,35.70154377941831,139.76943859967173,Building,Landmarks and Outdoors,Structure
4b57b024f964a520fd3b28e3,35.69834234896295,139.76886570453644,Bridge,Landmarks and Outdoors,Bridge
4b593260f964a520f58028e3,35.57629696568392,139.65564966201782,Government Building,Community and Government,Government Building
4b746edbf964a5204fdc2de3,35.667268302231044,139.73871231079102,Convenience Store,Retail,Convenience Store
4c0cdca798102d7fd838e106,35.75254206234596,139.54577967524529,Ramen /  Noodle House,Dining and Drinking,Restaurant
4b565e9ff964a5208a0d28e3,35.6974636489478,139.81423795223236,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
4b5db97ff964a5209a6829e3,35.60837695970801,139.67065319469037,Convenience Store,Retail,Convenience Store
4b56fc09f964a520c52128e3,35.67027536433367,139.67062711715698,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
4f72aabce4b0a4b289c3b1c6,35.677879267004165,139.73555717429855,Convenience Store,Retail,Convenience Store
4be3c37799feb713c51882f6,35.70270085413975,139.56133782863617,Food & Drink Shop,Retail,Food and Beverage Retail
4b9909daf964a520545d35e3,35.61022491,139.7358236,Convenience Store,Retail,Convenience Store
4b56c2aef964a520881a28e3,35.697679110950894,139.75402511847457,Miscellaneous Shop,Retail,Miscellaneous Store
4c9c4ed69c48236a82094dee,35.70509238,139.5614129,Convenience Store,Retail,Convenience Store
4b5755cdf964a520153228e3,35.70452608437617,139.5615416765213,Video Store,Retail,Video Store
4bc8508214d79521afc768e9,35.69244785957806,139.77167665958405,Japanese Restaurant,Dining and Drinking,Restaurant
4c1b83960137952198e446f3,35.758588820546905,139.7892987728119,Bridge,Landmarks and Outdoors,Bridge
4cc8d012d338236ab6339f7c,35.684352573697055,139.73719954490662,Convenience Store,Retail,Convenience Store
4b8a02f4f964a5208e5b32e3,35.70853033628598,139.7956294566393,Miscellaneous Shop,Retail,Miscellaneous Store
4bea4a646295c9b68a4d8608,35.690533037018895,139.75595355033877,Bridge,Landmarks and Outdoors,Bridge
4b5b1051f964a5209de128e3,35.66225192192778,139.77490603923798,Bridge,Landmarks and Outdoors,Bridge
4bb53d352ea195216e3baa2f,35.5367662225232,139.70287799835205,Bridge,Landmarks and Outdoors,Bridge
4b5a46fbf964a5208eb928e3,35.70248978,139.580006,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
4b59d5f4f964a520f99a28e3,35.691911975303064,139.77050185203552,Fast Food Restaurant,Dining and Drinking,Restaurant
