,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category,step,epoch,city,simulation_state
0,757,40.82527051927068,-73.97467238363429,23088,Candy Store,2012-04-20 00:31:00+00:00,New York City,Retail,Food and Beverage Retail,,,,
1,757,40.82101938628853,-73.977792263031,20166,Post Office,2012-04-27 11:18:49+00:00,New York City,Community and Government,Government Building,,,,
2,757,40.82527051927068,-73.97467238363429,23088,Candy Store,2012-04-27 12:01:58+00:00,New York City,Retail,Food and Beverage Retail,,,,
3,757,40.82257525890345,-73.97845460749998,31796,School,2012-04-27 12:12:06+00:00,New York City,Community and Government,Education,,,,
4,757,40.91609853,-74.169569,29835,Latin American Restaurant,2012-04-27 20:34:59+00:00,New York City,Dining and Drinking,Restaurant,,,,
5,757,40.82815476666666,-73.972297,21784,Gas Station / Garage,2012-07-06 10:51:06+00:00,New York City,Travel and Transportation,Fuel Station,,,,
6,757,40.86133139335965,-73.959353,14408,Bike Shop,2012-07-06 21:25:02+00:00,New York City,Retail,Sporting Goods Retail,,,,
7,757,40.81411144573685,-73.9842454555664,24400,Gas Station / Garage,2012-07-13 00:11:35+00:00,New York City,Travel and Transportation,Fuel Station,,,,
8,757,40.81397255512552,-73.98316076093509,12358,Bar,2012-07-13 00:19:10+00:00,New York City,Dining and Drinking,Bar,,,,
9,757,40.85450326459749,-73.99314086816442,26965,Building,2012-07-13 11:12:03+00:00,New York City,Landmarks and Outdoors,Structure,,,,
10,757,40.82527051927068,-73.97467238363429,23088,Candy Store,2012-07-13 12:43:34+00:00,New York City,Retail,Food and Beverage Retail,,,,
11,757,40.91505334782284,-74.1720796320542,13479,Mall,2012-07-13 18:31:35+00:00,New York City,Retail,Shopping Mall,,,,
12,757,40.82750051702387,-73.9734097126788,23247,Bank,2012-07-13 20:01:36+00:00,New York City,Business and Professional Services,Financial Service,,,,
13,757,40.82257525890345,-73.97845460749998,31796,School,2012-05-04 11:57:21+00:00,New York City,Community and Government,Education,,,,
14,757,40.83720663291192,-73.97020708283772,10570,French Restaurant,2012-05-04 19:02:41+00:00,New York City,Dining and Drinking,Restaurant,,,,
15,757,40.82257525890345,-73.97845460749998,31796,School,2012-05-04 21:24:12+00:00,New York City,Community and Government,Education,,,,
16,757,40.84972407702377,-73.99679647620239,28791,Gas Station / Garage,2012-10-19 11:16:58+00:00,New York City,Travel and Transportation,Fuel Station,,,,
17,757,40.82815476666666,-73.972297,21784,Gas Station / Garage,2012-10-19 11:27:23+00:00,New York City,Travel and Transportation,Fuel Station,,,,
18,757,40.82750051702387,-73.9734097126788,23247,Bank,2012-10-19 11:28:27+00:00,New York City,Business and Professional Services,Financial Service,,,,
19,757,40.86813403540665,-73.98412227630615,15093,School,2012-10-19 16:31:36+00:00,New York City,Community and Government,Education,,,,
20,757,40.87223814799887,-73.98053795549079,33828,Other Great Outdoors,2012-10-19 18:12:23+00:00,New York City,Landmarks and Outdoors,Other Great Outdoors,,,,
21,757,40.868244392061534,-73.9758317378518,36003,Garden,2012-10-19 18:12:38+00:00,New York City,Landmarks and Outdoors,Garden,,,,
22,757,40.85121557428245,-73.95206451416016,3686,Bridge,2012-10-19 18:12:47+00:00,New York City,Landmarks and Outdoors,Bridge,,,,
23,757,40.851874595355646,-73.97215851237937,34630,General Travel,2012-10-19 18:14:48+00:00,New York City,Travel and Transportation,General Travel,,,,
24,757,40.85158888191183,-73.95208597183228,37060,Other Great Outdoors,2012-10-19 18:46:56+00:00,New York City,Landmarks and Outdoors,Hiking Trail,,,,
25,757,40.91567292411965,-74.17309444129204,32803,Mall,2012-10-26 21:06:00+00:00,New York City,Retail,Shopping Mall,,,,
26,757,40.91670086551832,-74.172050965046,27880,Bank,2012-10-26 21:06:09+00:00,New York City,Business and Professional Services,Financial Service,,,,
27,757,40.827506,-73.986815,34818,Laundry Service,2012-04-16 21:16:31+00:00,New York City,Business and Professional Services,Laundry Service,,,,
28,757,40.91592963296125,-74.1732893757644,32803,Mall,2012-07-09 13:15:29+00:00,New York City,Retail,Shopping Mall,,,,
29,757,40.86505302855768,-74.0247076392967,24122,Flea Market,2012-07-09 20:31:50+00:00,New York City,Retail,Flea Market,,,,
30,757,40.82527051927068,-73.97467238363429,23088,Candy Store,2012-07-30 12:22:12+00:00,New York City,Retail,Food and Beverage Retail,,,,
31,757,40.82257525890345,-73.97845460749998,31796,School,2012-06-18 11:45:48+00:00,New York City,Community and Government,Education,,,,
32,757,40.82257525890345,-73.97845460749998,31796,School,2012-05-07 12:03:33+00:00,New York City,Community and Government,Education,,,,
33,757,40.893951684442506,-73.97171083323265,13578,College Academic Building,2012-05-14 20:44:18+00:00,New York City,Community and Government,Education,,,,
34,757,40.82534667623285,-73.97320883244484,5108,Drugstore / Pharmacy,2012-05-14 22:58:25+00:00,New York City,Retail,Pharmacy,,,,
35,757,40.850215,-73.99612859999999,13277,Bakery,2012-10-22 11:12:49+00:00,New York City,Dining and Drinking,Bakery,,,,
36,757,40.86813403540665,-73.98412227630615,15093,School,2012-10-22 11:55:11+00:00,New York City,Community and Government,Education,,,,
37,757,40.91567292411965,-74.17309444129204,32803,Mall,2012-10-22 15:40:53+00:00,New York City,Retail,Shopping Mall,,,,
38,757,40.78009362863879,-74.00982869627268,3177,Chinese Restaurant,2012-04-21 01:16:02+00:00,New York City,Dining and Drinking,Restaurant,,,,
39,757,40.84900814705124,-73.9708399772644,13599,Salon / Barbershop,2012-04-21 16:38:51+00:00,New York City,Business and Professional Services,Health and Beauty Service,,,,
40,757,40.82527051927068,-73.97467238363429,23088,Candy Store,2012-04-28 19:32:28+00:00,New York City,Retail,Food and Beverage Retail,,,,
41,757,40.733612,-73.993107,1665,Mexican Restaurant,2012-08-11 03:20:55+00:00,New York City,Dining and Drinking,Restaurant,,,,
42,757,40.81241257828052,-74.015793800354,13106,Miscellaneous Shop,2012-07-07 15:58:29+00:00,New York City,Retail,Miscellaneous Store,,,,
43,757,40.81212455198154,-73.98205884265813,5144,Electronics Store,2012-07-07 16:51:00+00:00,New York City,Retail,Computers and Electronics Retail,,,,
44,757,40.82750051702387,-73.9734097126788,23247,Bank,2012-07-07 18:43:41+00:00,New York City,Business and Professional Services,Financial Service,,,,
45,757,40.81309872799184,-73.98468554019928,4863,Coffee Shop,2012-07-07 20:40:19+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
46,757,40.91902658090872,-73.86536922350342,13445,Casino,2012-06-02 22:30:00+00:00,New York City,Arts and Entertainment,Casino,,,,
